Q12768,0.0004805037072256575
P27824,0.0010731287916979717
Q9UHD1,0.00011210043724828508
Q7Z6G3,0.0007238441320369938
Q5TCZ1,0.011599772576529662
P25205,0.0002315079820694676
P0CG48,0.06901517619801291
Q9NTG7,0.00039500765442306056
P05387,0.000130833510769102
Q07890,0.000233895244591817
Q8TE12,0.0003129370360333392
Q15154,2.5783152072865764e-06
Q15438,1.2773274852485823e-05
Q6TCH4,4.721968147953104e-06
Q9Y4P3,4.57146625705192e-05
P11215,7.785115144421644e-05
Q8N7W2,6.896960244579206e-05
P17812,2.6110258184105238e-06
Q8TDX7,2.100508696420719e-07
Q9NZ72,2.4483131680549168e-06
Q9NZW5,0.0003722483444939337
O43683,0.0001837742300790937
O43283,2.287033204369533e-05
O94762,0.0002697719372809198
Q12913,5.2989364294489374e-05
O75420,2.4939027369445735e-45
P15924,0.0004976668132463729
O95232,4.641541722825839e-06
Q9BV19,6.0524435332509345e-06
P26678,2.5577963848360104e-06
Q969Q6,7.2457315591073036e-06
Q9NP79,0.00013242086059971975
Q6RFH5,0.00020662619987712186
O43715,0.0015056141971511428
Q68E01,1.2047016228980604e-08
P33527,0.001081893520856231
P51677,4.858587160777035e-05
P09661,2.7542494866035328e-05
Q8IWY9,8.418100453767313e-07
Q9P2G3,1.3594680064430057e-06
Q9NUJ1,4.751940305744649e-05
P84077,2.502404808939528e-06
Q14135,0.0004343958902104233
P48436,0.00028784928868536323
Q15532,6.264441337423956e-05
Q03426,1.489586875228926e-05
Q5HYK7,8.068833227463089e-09
O75558,5.11202646022909e-08
O15498,9.612681895463082e-05
P30536,4.246527323233706e-05
O00291,6.178403217006191e-06
P48059,0.0001562828489774006
P02792,1.588622232766713e-06
Q99426,0.00013948859707903064
Q96G23,3.1691554995022775e-06
Q70EL3,4.7092122810193685e-05
Q9NWS9,0.0017054916926374192
Q6P1L5,0.0012502929552104004
Q96EP1,0.001383767963412139
Q8TF42,0.00018688727484118112
P14866,0.0010583510280968086
O14931,8.799937309954673e-06
P53816,1.8874815023503503e-05
Q9Y6D6,0.00026479910041125464
P32242,7.216968818391626e-07
Q7Z7H8,5.86193584090837e-48
Q9NZM3,0.01595588784202433
Q8IY18,2.462421745757032e-05
Q9ULC4,4.115873934292854e-07
P38398,0.00013638521981703184
P00403,7.542981039983045e-05
Q8TAA3,0.00016311936574775002
P17568,0.0007189634407308782
O43379,5.86193584090837e-48
Q96M27,0.00012608427866999433
P19012,1.0454572240030131e-07
O95405,0.00039080483996024775
Q9Y2D8,1.0693140163907598e-05
Q9NPJ3,0.0007744445135200311
Q13352,4.881546287049135e-08
P05408,0.11105218496682649
Q9NP66,6.419114778210594e-06
Q9H147,2.7387475128954346e-05
P13611,0.0001570763359235592
P39023,1.2211480416619515e-08
P01019,3.3899961328210164e-06
Q96HE7,5.86193584090837e-48
Q02548,6.342163434159109e-37
Q86SX6,0.0001830438654836461
Q8N752,0.0003633970145355185
O75426,0.00012815085294649224
P20827,0.0005582814861415127
Q969N2,0.0017241576520284762
P50876,4.606298995216532e-05
P05362,0.0021404753114828753
Q96SR6,0.0012075788086272484
P20839,3.089163091929387e-05
P45973,0.0038628951640570126
Q8IV38,2.5414479041298714e-06
Q66K89,0.0006561608729839446
Q9NZ94,5.3793675140862715e-05
Q5T447,0.0002520009206642831
P45983,9.514040268072958e-05
Q5TAX3,7.6822562573889e-06
O43823,0.0004613385457315087
Q07157,1.1800424788166588e-06
Q13901,0.003389562809930657
P28347,0.0006170054962704162
P82932,0.00047741618806187677
Q15257,0.00014945120186713189
P09471,4.413501107853093e-05
P17980,1.8978622987723275e-05
P23458,0.00018311661804934956
Q8IW19,6.7354408113868804e-06
Q8N2Y8,4.600012960419823e-07
Q7Z3C6,7.679711539555263e-07
Q9UBF2,0.00023697149663946834
Q8IYF3,1.1012991251631291e-05
Q15475,5.86193584090837e-48
Q13641,5.86193584090837e-48
Q8TBA6,0.00042765856287545136
Q99996,0.00019982608885385603
P04180,0.00012481563595559108
P02763,5.86193584090837e-48
Q9UKL3,0.00028398144474839354
Q96QZ7,0.0001873525218457041
O60356,0.003944612261728133
Q9Y315,0.0002265364691667843
Q96M94,2.627716665771752e-05
Q6UXH1,6.491675573019056e-05
P62258,3.97361670127607e-06
Q66K74,1.913679022938835e-06
Q13409,0.0009951339996035725
O95359,0.0005990435540270007
P20338,0.00027456442507565256
Q9Y2B0,0.0006747324354460032
Q8WWY6,2.644606929531018e-07
Q03113,0.0014193913623360848
A8MT69,5.993986413558456e-10
Q02086,0.00032020863923826106
O95429,2.8429085826831866e-05
Q96D15,0.0015820411773311818
P48431,0.00026695034167739656
O60583,1.7554384503753142e-05
Q9NYB0,1.255290168551197e-05
P07199,0.0007537850045149281
Q9Y265,0.0006039266337081586
O75319,9.895559812690038e-05
Q96HQ2,0.002280374899870929
