Q9Y5X4,0.1073170731707317,0,0.03414634146341464,0.03902439024390244,0.06341463414634146,0.03902439024390244,0.05853658536585366,0.024390243902439025,0.026829268292682926,0,0.041463414634146344,0.1073170731707317,0.03170731707317073,0.024390243902439025,0,0.07804878048780488,0.04390243902439024,0.06829268292682927,0.1,0.046341463414634146,0,0.046341463414634146,0.00975609756097561,0,0.00975609756097561,0,0.058536585365853655,"(0.23902439024390243, 0.26097560975609757, 0.3097560975609756)"
Q9Y6H6,0.04854368932038835,0,0.009708737864077669,0.04854368932038835,0.04854368932038835,0.02912621359223301,0.06796116504854369,0.02912621359223301,0.038834951456310676,0,0.038834951456310676,0.11650485436893204,0.038834951456310676,0.05825242718446602,0,0.04854368932038835,0.009708737864077669,0.07766990291262135,0.07766990291262135,0.07766990291262135,0,0.06796116504854369,0.009708737864077669,0,0.05825242718446602,0,0.0970873786407767,"(0.3203883495145631, 0.2524271844660194, 0.2524271844660194)"
P25063,0.1125,0,0.0,0.0,0.0125,0.0125,0.0875,0.0125,0.0125,0,0.0125,0.2,0.025,0.05,0,0.0375,0.0375,0.025,0.175,0.125,0,0.0375,0.0,0,0.025,0,0.037500000000000006,"(0.28750000000000003, 0.35, 0.35000000000000003)"
Q9UQQ2,0.09739130434782609,0,0.022608695652173914,0.04173913043478261,0.07130434782608695,0.03826086956521739,0.06782608695652174,0.03826086956521739,0.017391304347826087,0,0.020869565217391306,0.10260869565217391,0.01217391304347826,0.01565217391304348,0,0.11130434782608696,0.043478260869565216,0.08695652173913043,0.10434782608695652,0.03130434782608696,0,0.043478260869565216,0.01565217391304348,0,0.017391304347826087,0,0.07130434782608695,"(0.23478260869565215, 0.2991304347826087, 0.2834782608695652)"
Q9Y223,0.07617728531855955,0,0.023545706371191136,0.0664819944598338,0.05124653739612189,0.027700831024930747,0.07756232686980609,0.04155124653739612,0.07894736842105263,0,0.05678670360110803,0.11080332409972299,0.02631578947368421,0.04016620498614958,0,0.03185595567867036,0.0332409972299169,0.04709141274238227,0.05678670360110803,0.045706371191135735,0,0.08310249307479224,0.004155124653739612,0,0.02077562326869806,0,0.05263157894736842,"(0.3254847645429363, 0.2063711911357341, 0.26454293628808867)"
Q9Y3Q4,0.08728179551122195,0,0.00997506234413965,0.03657522859517872,0.0457190357439734,0.038237738985868665,0.09476309226932668,0.024106400665004156,0.04738154613466334,0,0.029093931837073983,0.09559434746467166,0.02493765586034913,0.020781379883624274,0,0.10640066500415628,0.04738154613466334,0.06483790523690773,0.10640066500415628,0.0457190357439734,0,0.04405652535328346,0.00914380714879468,0,0.021612635078969242,0,0.06899418121363259,"(0.256026600166251, 0.3283458021612635, 0.25353283458021614)"
Q13495,0.06976744186046512,0,0.012919896640826873,0.02454780361757106,0.040051679586563305,0.02454780361757106,0.05426356589147287,0.025839793281653745,0.02454780361757106,0,0.04263565891472868,0.0917312661498708,0.03488372093023256,0.027131782945736434,0,0.1330749354005168,0.09948320413436693,0.028423772609819122,0.14470284237726097,0.05813953488372093,0,0.03875968992248062,0.0103359173126615,0,0.014211886304909561,0,0.04909560723514212,"(0.2041343669250646, 0.359173126614987, 0.23643410852713181)"
Q16625,0.06321839080459771,0,0.013409961685823755,0.05938697318007663,0.06321839080459771,0.03639846743295019,0.07471264367816093,0.01532567049808429,0.05938697318007663,0,0.05555555555555555,0.06130268199233716,0.028735632183908046,0.02681992337164751,0,0.06321839080459771,0.03639846743295019,0.05363984674329502,0.09195402298850575,0.0421455938697318,0,0.06130268199233716,0.009578544061302681,0,0.0842911877394636,0,0.13026819923371646,"(0.31226053639846746, 0.2567049808429119, 0.2164750957854406)"
O60706,0.06907682375726275,0,0.016139444803098774,0.04260813428018076,0.05422853453841188,0.04777275661717237,0.05487411233053583,0.02194964493221433,0.07359586830213041,0,0.051000645577792124,0.13234344738540993,0.028405422853453842,0.04841833440929632,0,0.03227888960619755,0.03486120077469335,0.04454486765655261,0.07101355713363461,0.06778566817301485,0,0.0632666236281472,0.016139444803098774,0,0.029696578437701744,0,0.09360877985797289,"(0.3628147191736604, 0.2065848934796643, 0.2840542285345384)"
Q9Y6N9,0.05253623188405797,0,0.007246376811594203,0.06159420289855073,0.10869565217391304,0.028985507246376812,0.08333333333333333,0.019927536231884056,0.06340579710144928,0,0.07246376811594203,0.09601449275362318,0.019927536231884056,0.02355072463768116,0,0.043478260869565216,0.04891304347826087,0.06702898550724638,0.06159420289855073,0.02717391304347826,0,0.08152173913043478,0.009057971014492754,0,0.02355072463768116,0,0.06159420289855072,"(0.302536231884058, 0.21195652173913043, 0.2771739130434782)"
