,ProteinID,FrequencyA,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyV,FrequencyW,FrequencyY,Aromaticity,Target,BP,CC,MF,Eigenvector Centrality,Modularity,PageRank,SSfractionHelix,SSfractionTurn,SSfractionSheet
0,Q9Y5X4,1.443560040137404,0.8509351443131334,-0.7125452135569711,-0.28134772771251215,0.20793747693637107,-0.3194037637471419,-0.01638350465829149,-0.9913464748687727,-0.720641779942002,0.4731187474910556,0.9389881055496,-0.9641234702520896,0.5486070317985302,-0.13865460357711934,0.6476176038933213,0.8219779962208525,-0.45023954310298936,-0.8516316631897045,-0.24511349568335566,-1.6063027124802995,-0.719834366354494,0,0.2820158468600298,0.7362022277681555,-0.4931200297573944,-0.13710770385739157,0.49646770585919503,-0.28177054499617876,-0.7212915407596604,0.2706092461252679,0.2706092461252679
1,Q9UQQ2,1.0335849656247749,0.09751960135557582,-0.5237866270740634,0.029217067421966947,0.15334305276251756,0.0005267634150092553,1.3096319122107325,-1.4983115654184826,-1.5578110626333943,0.2859964737232638,-1.2165583196632876,-1.6137731978527452,1.6751808139583186,-0.16274756375263594,1.6890350025198941,0.9945989829176476,-1.503933572033498,-1.0177073645049095,0.5354239122595374,-0.9401148359944467,-0.19021580445387745,0,1.0758056925473933,1.955574434336854,-0.2945977787216459,-0.13598188048798984,-0.2716360292526411,-0.40654807403666754,-0.8005821582818087,0.9751203210278786,0.9751203210278786
2,Q16625,-0.3778969080884025,-0.503163524055305,0.7032854375990202,-0.28907250400973283,0.020174725001709925,0.23769984539169636,-0.8829460068653971,0.7575073989927511,-0.14777619915535303,-1.355604091619609,0.6110573091470757,-0.7834839689384376,0.046209101660638095,-0.5648738387127747,-0.16999117928476926,0.5025299633681632,-0.7442562153564297,0.016171025831122805,-0.2686184742709028,4.897040921277507,2.255659131259779,0,0.06693099693406497,-0.5188295016530761,2.123329620183103,0.5162331338389693,0.10616229197302501,-0.15664910356367764,0.6476943882618648,0.1917540721322518,0.1917540721322518
3,Q9Y6N9,-0.8191140044706664,-0.9056495008789666,0.8567563159916806,1.5010604379114483,-0.5098781001642945,0.5345964828443697,-0.4430130825882467,0.9733805942185391,0.5395667008687619,0.023926952917093847,-0.36093199253616703,-1.026539251119871,-0.6225123973599231,0.14594348849617653,0.5771049675279797,-0.7028407196008366,-1.7933650418984022,1.1889466298221125,-0.3375332427269535,-0.40269244026453993,-0.5930015712149495,0,-1.0504057026520432,-1.4548630997489462,1.1247649165622107,-0.07088867121388184,-0.34969711202987463,-0.4670145058692549,0.4659202678480032,-0.6345053852636481,-0.6345053852636481
4,Q96CV9,-0.19729066599442138,-0.5866337878796885,-0.41334179447722147,3.430515341993122,-1.3432149041017956,-1.0819551104493617,0.13717591031946486,-0.849888278025613,1.4687304132063859,0.8917605356807744,0.6912947828752691,-0.20044535454646745,-1.2147276853502267,1.3052736621931889,-0.2618792671618388,0.01691200800408377,0.06722812044120192,-1.22750066329708,-1.077785348651373,-1.7014586642198297,-1.9258443558940712,0,-0.5134073852793164,0.4205051708134863,0.11683572831853366,-0.13103151196326873,-1.4550593635716498,-0.3864522049985194,-1.1397591117794963,-1.2840893989079225,-1.2840893989079225
5,Q9NS56,-1.0128031123119976,-0.2540469288308011,1.2981655516207418,-0.0654447182843778,-0.32443797516831085,-0.8523417166753771,0.579365926519201,-0.8904222379833593,0.20017058946929517,-1.5480905706736177,-1.3983736533174518,0.6375179646011555,-0.28001488150276876,-0.7299119851093052,3.1376878258377636,2.6646450838789844,0.12463776079485739,-0.65330025238638,-0.9032410578175732,0.2977869052533874,-0.3296648794562105,0,-0.07755683194771724,-0.8041736950943433,-0.0004744408345217866,-0.1378732612609698,0.17171628208975287,0.8790125012500022,-1.3971017872815668,0.787978213591868,0.787978213591868
6,P49918,5.376313473185356,-0.7588997814811503,-0.5654975706555567,-0.5353434011525968,-1.2247822305937093,-0.4826190007487569,-1.7430061804966306,-1.9225370113364484,-1.6343261239814675,-0.7735095149692514,-1.5123278840623704,-1.8363642560499476,3.800789407129308,-0.11585778366420867,0.5451161863141732,-0.007258262658054471,-1.7017728045993818,1.0492849846115433,-0.6987862036512559,-1.9053142540886647,-1.8352984996816988,0,-0.03208580083043747,2.5421460876675415,0.3703284718729584,-0.12055781066179835,-0.04995987358144297,-0.5263436086251267,-1.5217503982198013,1.3534552750683069,1.3534552750683069
7,P42771,4.6892522015108735,-0.9602486900426753,1.476876672225591,-0.001940022412485282,-2.1240882379969785,0.7553657773604606,0.7160026862435501,-1.3995037625498918,-2.4061885849488727,0.5389832807905877,0.9769452623175261,-0.8711315376231682,0.2933169973551879,-2.2681788431932532,2.917601055168304,-1.3667675915115869,-1.4515937380768227,0.17857392179691928,0.16056149912924336,-1.3389260255858706,-1.8184691738749283,0,-0.13605981478046744,0.20282554472510725,-0.4502909642898378,-0.12734279381100833,1.0459138121140445,1.9902671677802952,-0.9954286853787027,-0.2871374743528541,-0.2871374743528541
8,Q92597,-0.05375879245720176,-0.05294135201089263,-0.07293237162993904,-0.3797924112856516,-0.7676337830118014,0.6365762077223613,1.291486914772554,-0.3874875259701165,-1.0648979801882543,-0.5641104473410715,3.041642933761613,0.4304014889813677,-0.2038256219016987,-0.03739079126580824,-0.8970874600362891,0.2778275762274025,1.2822792845447022,0.5824768228243313,-0.5286615315271976,-0.24302230477595888,-0.7265107559698317,0,0.1873453290599314,-0.3706717115425629,0.29810821666912635,-0.13784341435316017,0.18422337475025802,-0.5391505055445177,-0.5398488484805518,0.4662962753361178,0.4662962753361178
9,O00165,-2.1008159601753404,-1.378842473631109,3.5520711035876604,0.6085322625083498,3.5683971345671086,1.120940738172052,0.7357708454449825,-1.0847933444852207,-1.6776684604993504,-1.5127857931547617,-0.5823406743121027,-1.7115586276727215,1.790054916242771,-0.8000452200082484,2.0368528042768967,0.6939043609296818,-0.6836320434067652,-1.4606199941906202,0.8357962666634904,-1.832079647123653,1.4610054483377826,0,0.6942514842328897,-0.9785396432881486,-0.44637759454145437,-0.1375977476140217,-0.5838803603615764,-0.5284502982861745,-0.9013721851786893,1.4742986610692692,1.4742986610692692
