,ProteinID,FrequencyA,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyV,FrequencyW,FrequencyY,Aromaticity,Target,BP,CC,MF,Eigenvector Centrality,Modularity,PageRank,SSfractionHelix,SSfractionTurn,SSfractionSheet
0,Q06187,-1.1714447807855752,-0.18975664225394975,-0.577183788856299,0.6868901011636409,0.02162974716419229,-0.45400774798565113,-0.17206461748695115,0.3388674802209359,0.8631974788554031,-0.3544130021229098,0.7890968695668907,-0.18265257055714754,-0.19338795028286157,0.12580128023107948,-0.2841844719091284,0.10503772218575715,-0.9328837332392671,-0.01890104754093337,0.6730730786213617,2.4412856665682297,1.3840723603705234,0,-0.2980044122185686,0.3891799919668185,0.4859584623089601,-0.058259693635952604,-0.3622042046903791,0.1069291824345337,0.56884742045883,-0.3453308239197,-0.3453308239197
1,Q9UHF7,-0.8932393468063037,0.6092329200863236,0.26500065696548303,-0.22708563231724646,-0.40552172730183444,0.08426848396025959,1.4579799403919207,-0.7551949862685444,0.7354904716350871,-0.7204929291885973,-1.3539409442732495,1.1691375978195722,0.1260005235192851,0.604521999370095,-0.854413218888053,1.283782930967079,-0.1419087216926222,-0.5964079735951444,-0.8132485001281666,-0.005492942662811195,-0.4926887819467948,0,-0.4137231041601424,1.1854172841625743,0.9090479557480148,-0.12813439940321017,-0.2716360292526411,-0.5530291441490868,-1.015914058958564,1.0012663472451155,1.0012663472451155
2,Q8NF50,-0.19480105515849222,-0.009986958415735213,-0.11337272843200899,0.27923982128568864,1.1647632406138153,-1.0063710779081019,0.15690943786053466,-0.05253116609022227,0.07279291121410732,0.7143652691226215,0.06870409171349656,0.2332528792763412,-0.5137480300298662,0.1007943253161517,0.00040776464859449465,0.218585827094069,-0.1588222215785416,0.16333988280028988,-0.9059570168334553,0.2028359023768799,0.4882645431056818,1,-1.3810062253105186,0.5731645851309033,1.2449268331173977,-0.12594473271783355,-0.3499171835649289,4.123352442225409,0.5903883264548705,-0.6599874905487141,-0.6599874905487141
3,P14174,0.9617517296650798,0.3246522595073402,-1.0074804837749067,-1.7506865245766183,-0.0953648578230927,0.35990079520120666,-0.6854738858714886,0.37005415921577695,-1.3457166626125394,0.009527532152837455,1.2783521257319665,2.3945025195618905,0.2612157475834781,0.33115811737593515,-0.7369941574571046,0.30411504648772636,-1.2602017866102087,0.49542678033660775,-0.385497944595411,1.336027086712926,0.4590508154746326,1,-0.06958336573703586,0.15915291668915238,-0.07675986281442089,-0.051786966297767106,-0.5061602816328337,-0.5059481147079881,0.4997839690814208,1.0714570216538057,1.0714570216538057
4,P60033,0.33625466133595666,1.941528555511044,0.10952442487295856,-1.6099998988050843,2.265252783374801,0.4373083191593128,-1.1328227794090413,1.892059716678048,-0.3391670793073459,0.9232808215804683,0.24558278869207104,0.6878624515561855,-1.5212189989185574,-0.4662065642684176,-2.6901532400676773,-1.2977492048270793,-0.13449154155763018,2.1132835330147883,0.1461783490191462,0.5001557519636681,1.5977128192133463,0,-0.051814692337468736,0.49990743050877107,-1.0244086242414225,-0.12245620056500593,1.0178810999788122,-0.2773897302359959,2.493724614588067,-1.0274040054011673,-1.0274040054011673
5,Q9HCK8,-0.4765829579069451,-0.5692259962322017,1.09989557411804,0.3946879909030349,-0.4769547461605775,-0.3738849791185252,0.3928572627101713,-0.143185389846772,0.27135572156818694,-0.09638440305939344,0.04811056860700226,-0.41541338633351454,0.18839919705944802,0.5586876884695452,0.4041137149645359,0.17436505666496643,-0.14093380599754132,-0.2809753891125943,-0.1004974558678591,-0.6996545172069365,-0.6408089106310801,1,0.13895647750175086,0.9748698726950866,-0.6541665153210476,0.036889680008181755,1.4119567238515014,-0.5090572520221858,-0.47448298124350996,-0.11984338967674968,-0.11984338967674968
6,Q6Q0C0,-1.016342707581265,1.7399935955740389,0.31004384415017705,-0.5450113040721176,-0.12784540807892544,-0.2792843332427062,1.0763733236732735,0.3735399201079842,-0.10058548894610725,-0.23289859076038366,-0.4188171686688031,-0.4471854495153855,-0.6291073866488356,-0.5129045689185917,-0.4147306079411498,0.7627200580079134,1.636386508960557,0.6158752913847902,0.24162238077346612,-0.24368338431309963,-0.11430653914344205,1,0.2520213569818455,0.7536107683734257,0.5457237975906746,-0.13362966160406456,-0.27175845739787036,-0.19112826431723093,0.16741426861731085,-0.24897885010951906,-0.24897885010951906
7,P07203,1.8941684075598249,0.22954744211664826,-0.6858121621731553,-0.25675455712258805,1.292131335525902,0.5487344054066775,-1.406201691102619,-0.8448437628122059,-1.20466870498272,0.7109142766190873,-0.3855518372498736,0.8849501254261757,0.4077782434423124,-0.6736844562751289,0.6851608508767318,-0.9969199914506368,-1.2812131403312272,0.17491070629439442,-0.23238896273820314,-0.7382894882534753,0.32578588618523086,1,-1.1320276380834366,-0.18075474528903898,0.39450938753899994,-0.1377410590760111,-0.42805112497658343,4.076028604846694,0.24355419029063602,0.27260589166869853,0.27260589166869853
8,O00555,0.14252028697612606,-0.6492264932981967,-0.12419873775054495,-0.26433754308082563,0.9841724444814134,0.3169986546501381,0.24600010781588313,0.011068488153022657,-0.6218084876339607,-0.4932686472636419,1.183006660791016,0.33763370955193134,0.22971281505629082,-0.18442738226651922,1.3124486712899555,-0.5500350975647672,-0.3700362169967523,-0.5537842125793561,0.1537889064995885,0.18857059170252075,0.7087798032350022,0,0.20296781811577216,0.2343855332811509,-0.42262369487247126,-0.09156699841661413,0.3278384476442199,-0.49975619126337967,-0.08722288709561603,0.12321069998333743,0.12321069998333743
9,Q15349,-0.39700389344315834,-0.6661479995612068,0.9375231791160468,-0.3072816615814947,1.0268745452377959,-0.033138999168546436,0.9124706799680231,0.27892992470603667,0.4776777096710654,0.4913680186004319,0.30044354784437305,-0.8503257119948444,-0.47783656685450754,-0.7725492334527377,0.5670379104261272,-0.44006275142682405,-0.6384031994628802,0.3378516941174147,-0.4530279857622505,0.5183135187178063,0.7001760565506258,1,2.3354195091544954,2.2820265911995388,0.15934796333974402,-0.13427858121589076,0.4195131555799159,0.7420432341283149,0.7525836595988282,-0.6940586833142934,-0.6940586833142934
10,Q14896,0.3178462349615584,-0.3024584586894223,0.5035882814783627,0.3121832675971199,-0.16905973395018728,0.25976123865086903,-0.6221806621472787,-0.11353579015069958,0.30603351101979737,-0.7972019086148188,-0.6543674214097779,-1.1434650546078664,0.37752012074894026,-0.447693150443847,0.20942380710607822,-0.7175193749321969,0.2626434371262267,1.5596090747090703,0.43765728900540446,-0.3344538407513237,-0.11994370765444538,0,-0.47777692429735713,0.7881938283647939,-0.24244171655102018,-0.04663025346113306,-0.2716360292526411,-0.3403879394554152,0.03409162558889834,-0.27264411933979593,-0.27264411933979593
