,ProteinID,FrequencyA,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyV,FrequencyW,FrequencyY,Aromaticity,Isoelectricity,Target,BP,CC,MF,Eigenvector Centrality,Modularity,PageRank,BetweennessCentrality,DegreeCentrality,ClosenessCentrality,HarmonicCentrality,AvgSP,SSfractionHelix,SSfractionTurn,SSfractionSheet
0,Q06187,-1.1714447811027502,-0.18975664223892477,-0.5771837885336415,0.6868901014115427,0.021629747494657472,-0.45400774801026456,-0.17206461693078906,0.3388674798311313,0.863197479322371,-0.35441300217294447,0.7890968694554926,-0.18265257019003364,-0.19338795030190986,0.12580127995890186,-0.2841844717485575,0.1050377220658405,-0.9328837317676231,-0.01890104708836151,0.673073077893987,2.4412856679324597,1.3840723615825037,0.5387118570771495,0,-0.2980044122185686,0.3891799919668185,0.4859584623089601,-0.11866313590134529,-0.3622042046903796,0.735362116789494,-0.21009143022745486,-0.439687184457427,-1.5951308217530373,-1.6208004080694514,-0.2742248236058369,0.5688474204588307,-0.34533082391970044,-0.34533082391970044
1,Q9UHF7,-0.8932393470554159,0.6092329198473666,0.2650006568008036,-0.22708563201565782,-0.40552172681914467,0.08426848395114775,1.4579799411698513,-0.7551949870097201,0.7354904721179054,-0.7204929292236794,-1.3539409446489592,1.169137597490341,0.12600052356176372,0.6045219991417178,-0.8544132184741302,1.2837829310567153,-0.14190872111124314,-0.5964079733550773,-0.8132485014419323,-0.005492942462232134,-0.49268878185165277,0.3446562495193804,0,-0.4137231041601424,1.1854172841625743,0.9090479557480148,-0.13504122156328593,-0.271636029252641,-0.5012010687541982,-0.21009143022745486,-0.37495433824810626,-0.15664048115369456,-0.18738275038969782,-0.0409615111938435,-1.0159140589585633,1.001266347245115,1.001266347245115
2,Q8NF50,-0.19480107564281385,-0.009986956497903196,-0.11337271731373255,0.2792398089365404,1.1647632101504546,-1.006371089352056,0.15690941814841255,-0.05253117906854754,0.0727929005462917,0.7143652809005342,0.06870410029302561,0.23325288205030756,-0.5137480139875371,0.10079429668269964,0.0004077451172987775,0.21858581918239556,-0.15882220635596134,0.16333987016620244,-0.9059569631242758,0.202835890621696,0.48826453767804784,-0.35742377168518197,1,-1.3810062253105186,0.5731645851309033,1.2449268331173977,-0.13834654560122933,-0.3499171835649288,-0.39368240971272833,-0.0814857630858929,-0.37495433824810626,-0.8184630190120219,-0.8622963371138569,1.6973701800292946,0.5903883264548712,-0.6599874905487143,-0.6599874905487143
3,P14174,0.9617517262781275,0.32465222812810934,-1.0074805043648618,-1.7506865430114371,-0.09536487921287796,0.3599007802261156,-0.6854738521334135,0.37005416117144596,-1.3457166813133958,0.009527528632075668,1.2783520920955787,2.394502547693764,0.26121576090792703,0.33115811959207536,-0.7369941643734382,0.3041150360459413,-1.260201806096688,0.495426803675449,-0.38549792271737254,1.3360270761708026,0.4590508053150329,0.47334740768168126,1,-0.06958336573703586,0.15915291668915238,-0.07675986281442089,-0.13604742903889422,-0.5061602816328333,-0.4951865746443676,-0.21009143022745486,-0.439687184457427,0.31104513805360967,0.2869872590792236,0.05264096448740271,0.4997839690814216,1.071457021653805,1.071457021653805
4,P60033,0.3362546613876392,1.9415285548485783,0.10952442479824676,-1.6099998984222634,2.2652527829057036,0.43730831916036794,-1.132822778983591,1.8920597167870694,-0.33916707869114593,0.9232808214782461,0.24558278851363877,0.6878624514748728,-1.5212189991933986,-0.46620656459476073,-2.6901532388381373,-1.2977492051963782,-0.13449154098459934,2.1132835342519387,0.14617834808389835,0.5001557524047261,1.5977128205524613,-1.222993291017978,0,-0.051814692337468736,0.49990743050877107,-1.0244086242414225,-0.11246781440033347,1.0178810999788093,-0.4346684957530483,0.26767075059182316,0.9197025859383081,0.5200704889445699,0.5608396682030331,-0.4005138780964076,2.4937246145880674,-1.0274040054011677,-1.0274040054011677
5,Q9HCK8,-0.4765829583101732,-0.5692259807897396,1.099895572123264,0.3946879920984215,-0.4769547326593446,-0.3738849883346192,0.3928572374896557,-0.14318539746743975,0.27135573970165283,-0.09638439286485465,0.0481106004707995,-0.41541342018268046,0.18839920853290662,0.558687704191793,0.4041137037936007,0.17436504989665194,-0.14093379729955666,-0.2809753724633461,-0.10049741320034862,-0.6996545386339821,-0.6408088995185746,-0.6079874943678104,1,0.13895647750175086,0.9748698726950866,-0.6541665153210476,-0.1289389364489218,1.4119567238514987,-0.15242284213903573,-0.157150587009804,0.27237412384510074,0.754469188987592,0.7995638048498882,-0.3262261989843074,-0.4744829812435092,-0.11984338967675011,-0.11984338967675011
6,Q6Q0C0,-1.0163427066275361,1.7399935969249092,0.31004386367717773,-0.5450113072769213,-0.12784539275415507,-0.2792843491972181,1.07637327874015,0.37353991812586684,-0.10058549199994461,-0.23289859852659606,-0.41881716069397035,-0.4471854800824125,-0.6291073837181274,-0.5129045785744422,-0.41473058856780937,0.7627200455607475,1.6363865064945495,0.6158752946681112,0.24162235616557234,-0.24368335557585463,-0.1143065239642912,-0.1411881411311088,1,0.2520213569818455,0.7536107683734257,0.5457237975906746,-0.1293530148241,-0.27175845739787025,-0.06916242828982622,-0.1674017929755359,0.07817558521713866,0.3929114442004872,0.3991688632735486,0.2665894803302501,0.16741426861731168,-0.24897885010951948,-0.24897885010951948
7,P07203,1.894168407382244,0.22954743363475777,-0.6858121621301568,-0.2567545620547632,1.2921313438572166,0.5487344179654278,-1.4062017147317991,-0.844843750351751,-1.2046686942464322,0.7109142610592813,-0.3855517826020465,0.8849501061987729,0.40777823052258416,-0.673684478164962,0.6851608640752682,-0.9969199870725252,-1.2812131650468983,0.1749106991035349,-0.23238899708146651,-0.738289444990257,0.3257859018885621,-0.5416825492975872,1,-1.1320276380834366,-0.18075474528903898,0.39450938753899994,-0.13836910466492763,-0.4280511249765832,-0.5093270691857983,0.3397734406748809,1.11390112456627,1.2282044875867726,1.2987349104814838,-0.0513617862695369,0.24355419029063682,0.27260589166869803,0.27260589166869803
8,O00555,0.1425202869804116,-0.6492264931371159,-0.12419873769001095,-0.26433754277704885,0.9841724444688558,0.31699865464772853,0.24600010842892325,0.011068487657941585,-0.6218084869826805,-0.49326864730800496,1.1830066607282006,0.3376337096510312,0.22971281511874855,-0.1844273825670811,1.3124486707411442,-0.5500350978011403,-0.37003621615860927,-0.5537842123236046,0.15378890556734323,0.1885705919953935,0.7087798040451239,1.289540904089843,0,0.20296781811577216,0.2343855332811509,-0.42262369487247126,0.016197759509331895,0.3278384476442213,-0.4817090940879951,0.18754648916385114,0.8549697397289868,0.785490652258033,0.8514898947229708,0.1417861794219223,-0.08722288709561522,0.12321069998333697,0.12321069998333697
9,Q15349,-0.39700388985180673,-0.6661480097288168,0.9375231848228414,-0.3072816577308919,1.0268745286266645,-0.03313901534388146,0.9124706811934221,0.278929911839087,0.47767770902124396,0.4913680160217844,0.3004435613725908,-0.8503257020538044,-0.47783657344479236,-0.7725492607731475,0.5670378840219493,-0.4400627512103281,-0.638403172606987,0.3378516674799843,-0.45302800264642246,0.5183135196436366,0.7001760430382012,1.1771516709566276,1,2.3354195091544954,2.2820265911995388,0.15934796333974402,-0.07590448402336411,0.41951315557991503,-0.15117313168880478,-0.21009143022745486,-0.439687184457427,-0.44112428635871204,-0.4833278839243461,0.07641302180327464,0.7525836595988291,-0.6940586833142938,-0.6940586833142938
10,Q14896,0.3178462350087373,-0.3024584586385718,0.5035882811756226,0.3121832678670319,-0.16905973355176585,0.2597612386468111,-0.6221806616523552,-0.11353579068579878,0.306033511555918,-0.7972019086467674,-0.6543674216992056,-1.143465053745811,0.3775201208398715,-0.44769315076849625,0.20942380704733962,-0.7175193751983447,0.2626434372522708,1.5596090757424852,0.43765728818515237,-0.3344538407071936,-0.11994370733748726,-0.48172595003195984,0,-0.47777692429735713,0.7881938283647939,-0.24244171655102018,-0.13735114821806538,-0.271636029252641,-0.48515068580651277,3.16180719061822,4.609474819869588,1.507953440292408,1.6385745673836567,0.5310536179693257,0.03409162558889914,-0.2726441193397964,-0.2726441193397964
11,O14983,0.7658428910901319,0.18680700254303143,0.2555113762858956,0.3290363802957676,-0.010888658465591559,-0.03022885508583001,-1.4885321583495021,1.3238352668539133,-0.2538155413392524,0.05924222403936721,0.6370337697614911,0.04489938339343985,-0.5386420927212696,-1.327200524488939,-0.32013400794738484,-1.1651465093268396,0.7826648257416934,1.3857724830042613,0.1826032087666972,-0.45274911872950485,-0.1643431531843693,-1.2344359883941631,0,-0.3880464095198049,-0.8894958456782388,-0.05021449713836125,0.20897130682398535,0.41840662308196247,1.0914371929555755,-0.21009143022745486,-0.439687184457427,-0.17284425585738467,-0.21530689265712682,1.429934535225733,0.861086995228173,-0.8405201203059806,-0.8405201203059806
12,P04264,-1.4497927449645882,-1.074646990851276,-0.510830540775629,-0.5160006592015901,-0.2508073368747043,5.472423995738521,-1.7542805120094285,0.06978109781201917,-0.638735412804911,-1.2000241058085297,-1.1891417220866944,0.4550142842539967,-1.7271725954235941,0.5428319840106274,0.1294448235469922,2.4002270177368055,-1.0861076890806638,-1.1978423844312147,-1.3310873060428305,0.7940885255971927,-0.18506289457958053,0.7445236605693555,0,-0.45398543507200123,-0.31947124726780973,-0.35978869016126125,-0.13835423725191595,-0.5058192775843415,-0.2887021367300187,-0.18669595830932434,-0.18075579962014415,0.44078692241301726,0.44884826917422144,0.23984591584989373,-1.009569571608041,3.2218298034825272,3.2218298034825272
13,Q15554,1.2023003052774106,-1.017399870549697,-0.6036585862724134,0.9263683128790738,-0.7354895388091808,0.3333787125639284,-1.289772492547118,-0.7476904645933075,0.9689295566355087,-0.6389247709072475,0.4940451714540013,0.2403107864562365,0.15469010344148507,-0.4315707682482076,1.0579093331119112,0.0015505759147447261,-0.2068039154065567,-0.75714305503076,0.1730870459019659,-1.4916522984088456,-1.0815931071266218,1.531483416420551,1,0.24485706962143908,-0.1763474993500691,-0.39998885118425725,-0.13475552963449694,-0.9119734742430606,0.6851777573966991,-0.00928060648893678,-0.05129010720150284,0.5667181286780338,0.5908930405618102,-0.48817333944868424,-1.292118155225611,0.3234552717138749,0.3234552717138749
14,Q9UMX1,-0.7702604757248392,-0.5693305283739919,0.4528452779027239,0.39427835341003875,0.22451257498377278,0.3685633770503524,1.0097477303007891,0.34206727785557606,-1.1463304351328005,0.231588070728314,-0.7359748140642387,-0.9341508631133292,1.1242505601972135,-0.2852035186735172,0.0649989484124148,-0.11317123352256087,0.5010623343350524,-0.7832340945703862,0.9250080965015609,-0.47454035415466733,0.1944850955236099,-1.1730686456164032,0,-0.18111982702129406,0.14053254682850727,0.051284461260517895,-0.1365951302288393,-0.6619414431388086,2.401936303897466,-0.06275895985464965,-0.1160229534108235,0.5551267764798617,0.5631739246416356,0.5949410220057312,0.06319410193984148,0.5257480942101086,0.5257480942101086
15,P17302,-0.1778017600771804,0.1596540502470891,-0.14962028954239479,-0.9227410454755821,1.3483781568713094,-0.26179118168563204,-0.34599250466843134,0.6610692417745896,0.5734968669674911,-0.254637824589059,-0.537818093124969,0.3365464147594213,-0.4104484851129202,0.044123926480006584,-0.679836409149368,0.6972570738807854,-1.3128402105871346,0.4082829510626298,0.542656281903473,1.196995720264484,1.5213325616857323,1.2658717629418437,1,-0.44644781721567695,-0.34733598317325,2.2348918239033426,0.1203014261479997,-0.1269039544381786,-0.14196820584904415,-0.21009143022745486,-0.439687184457427,-0.4026996546728135,-0.43984365230283445,-0.2578815342011753,0.927424007694001,0.04378148487199462,0.04378148487199462
